scientific_name_clean,scientific_name_raw,scientific_name_display,scientific_name_clean_original,merged_from_species,n_rows_collapsed,n_unique_input_species,routine_trichromacy,routine_trichromacy_conflict,diet_pct_fruit_eltontraits,diet_pct_fruit_n,diet_pct_fruit_min,diet_pct_fruit_max,max_longevity_years_pantheria,max_longevity_pantheria_n,included_in_core_non_nocturnal_build,included_in_core_conflict,order,order_conflict,foraging_stratum_eltontraits,foraging_stratum_conflict,abs_latitude_mid_dd,abs_latitude_mid_pantheria,lat_mid_dd_pantheria,lat_midrange_dd_pantheria,lat_min_dd_pantheria,lat_max_dd_pantheria
pan troglodytes,Pan troglodytes,Pan troglodytes,pan troglodytes,pan troglodytes,1,1,1,FALSE,60,1,60,60,60,1,1,FALSE,Primates,FALSE,scansorial,FALSE,2.2,NA,2.2,NA,-8.72,13.13
papio anubis,Papio anubis,Papio anubis,papio anubis,papio anubis,1,1,1,FALSE,20,1,20,20,25.2,1,1,FALSE,Primates,FALSE,ground,FALSE,8.04,NA,8.04,NA,-5.8,21.89
papio cynocephalus,Papio cynocephalus,Papio cynocephalus,papio cynocephalus,papio cynocephalus,1,1,1,FALSE,20,1,20,20,45,1,1,FALSE,Primates,FALSE,ground,FALSE,5.96,NA,-5.96,NA,-18.92,6.99
papio hamadryas,Papio hamadryas,Papio hamadryas,papio hamadryas,papio hamadryas,1,1,1,FALSE,0,1,0,0,37.5,1,1,FALSE,Primates,FALSE,ground,FALSE,12.72,NA,12.72,NA,8.03,17.42
papio papio,Papio papio,Papio papio,papio papio,papio papio,1,1,1,FALSE,20,1,20,20,40,1,1,FALSE,Primates,FALSE,ground,FALSE,10.83,NA,10.83,NA,8.51,13.16
papio ursinus,Papio ursinus,Papio ursinus,papio ursinus,papio ursinus,1,1,1,FALSE,40,1,40,40,45,1,1,FALSE,Primates,FALSE,ground,FALSE,24.42,NA,-24.42,NA,-34.83,-14.01
phaner furcifer,Phaner furcifer,Phaner furcifer,phaner furcifer,phaner furcifer,1,1,0,FALSE,0,1,0,0,12,1,1,FALSE,Primates,FALSE,arboreal,FALSE,15.35,NA,-15.35,NA,-15.93,-14.78
piliocolobus badius,Piliocolobus badius,Piliocolobus badius,piliocolobus badius,piliocolobus badius,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,9.69,NA,9.69,NA,4.35,15.04
piliocolobus foai,Piliocolobus foai,Piliocolobus foai,piliocolobus foai,piliocolobus foai,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,1.59,NA,-1.59,NA,-8.42,5.22
piliocolobus gordonorum,Piliocolobus gordonorum,Piliocolobus gordonorum,piliocolobus gordonorum,piliocolobus gordonorum,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,8.49,NA,-8.49,NA,-9.2,-7.78
piliocolobus kirkii,Piliocolobus kirkii,Piliocolobus kirkii,piliocolobus kirkii,piliocolobus kirkii,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,6.09,NA,-6.09,NA,-6.47,-5.71
piliocolobus pennantii,Piliocolobus pennantii,Piliocolobus pennantii,piliocolobus pennantii,piliocolobus pennantii,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,0.95,NA,0.95,NA,-3.8,5.72
piliocolobus preussi,Piliocolobus preussi,Piliocolobus preussi,piliocolobus preussi,piliocolobus preussi,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,5.17,NA,5.17,NA,3.54,6.79
piliocolobus rufomitratus,Piliocolobus rufomitratus,Piliocolobus rufomitratus,piliocolobus rufomitratus,piliocolobus rufomitratus,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,2.58,NA,-2.58,NA,-3.6,-1.55
piliocolobus tephrosceles,Piliocolobus tephrosceles,Piliocolobus tephrosceles,piliocolobus tephrosceles,piliocolobus tephrosceles,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,2.87,NA,-2.87,NA,-6.02,0.27
piliocolobus tholloni,Piliocolobus tholloni,Piliocolobus tholloni,piliocolobus tholloni,piliocolobus tholloni,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,1.09,NA,-1.09,NA,-4.19,2.01
pithecia aequatorialis,Pithecia aequatorialis,Pithecia aequatorialis,pithecia aequatorialis,pithecia aequatorialis,1,1,0,FALSE,30,1,30,30,14.9,1,1,FALSE,Primates,FALSE,arboreal,FALSE,2.46,NA,-2.46,NA,-4.44,-0.48
pithecia albicans,Pithecia albicans,Pithecia albicans,pithecia albicans,pithecia albicans,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,4.18,NA,-4.18,NA,-5.63,-2.73
pithecia irrorata,Pithecia irrorata,Pithecia irrorata,pithecia irrorata,pithecia irrorata,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,8.15,NA,-8.15,NA,-14.05,-2.25
pithecia monachus,Pithecia monachus,Pithecia monachus,pithecia monachus,pithecia monachus,1,1,0,FALSE,30,1,30,30,24.6,1,1,FALSE,Primates,FALSE,arboreal,FALSE,6.29,NA,-6.29,NA,-14.05,1.47
pithecia pithecia,Pithecia pithecia,Pithecia pithecia,pithecia pithecia,pithecia pithecia,1,1,0,FALSE,30,1,30,30,20.7,1,1,FALSE,Primates,FALSE,arboreal,FALSE,2.92,NA,2.92,NA,-3.02,8.86
pongo abelii,Pongo abelii,Pongo abelii,pongo abelii,pongo abelii,1,1,1,FALSE,80,1,80,80,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,3.8,NA,3.8,NA,2.9,4.71
pongo pygmaeus,Pongo pygmaeus,Pongo pygmaeus,pongo pygmaeus,pongo pygmaeus,1,1,1,FALSE,80,1,80,80,60,1,1,FALSE,Primates,FALSE,arboreal,FALSE,1.33,NA,1.33,NA,-2.67,5.34
presbytis chrysomelas,Presbytis chrysomelas,Presbytis chrysomelas,presbytis chrysomelas,presbytis chrysomelas,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,3.59,NA,3.59,NA,1.02,6.16
presbytis comata,Presbytis comata,Presbytis comata,presbytis comata,presbytis comata,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,6.77,NA,-6.77,NA,-7.66,-5.87
presbytis femoralis,Presbytis femoralis,Presbytis femoralis,presbytis femoralis,presbytis femoralis,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,5.37,NA,5.37,NA,-1.37,12.12
presbytis frontata,Presbytis frontata,Presbytis frontata,presbytis frontata,presbytis frontata,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,0.23,NA,-0.23,NA,-4.18,3.71
presbytis hosei,Presbytis hosei,Presbytis hosei,presbytis hosei,presbytis hosei,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,3.67,NA,3.67,NA,0.31,7.03
presbytis melalophos,Presbytis melalophos,Presbytis melalophos,presbytis melalophos,presbytis melalophos,1,1,1,FALSE,40,1,40,40,16,1,1,FALSE,Primates,FALSE,arboreal,FALSE,3.33,NA,-3.33,NA,-5.94,-0.73
presbytis natunae,Presbytis natunae,Presbytis natunae,presbytis natunae,presbytis natunae,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,3.94,NA,3.94,NA,3.65,4.23
presbytis potenziani,Presbytis potenziani,Presbytis potenziani,presbytis potenziani,presbytis potenziani,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,2.13,NA,-2.13,NA,-3.34,-0.91
presbytis rubicunda,Presbytis rubicunda,Presbytis rubicunda,presbytis rubicunda,presbytis rubicunda,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,1.42,NA,1.42,NA,-4.18,7.03
presbytis siamensis,Presbytis siamensis,Presbytis siamensis,presbytis siamensis,presbytis siamensis,1,1,1,FALSE,50,1,50,50,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,1.8,NA,1.8,NA,-2.7,6.3
presbytis thomasi,Presbytis thomasi,Presbytis thomasi,presbytis thomasi,presbytis thomasi,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,4.45,NA,4.45,NA,3.26,5.65
procolobus verus,Procolobus verus,Procolobus verus,procolobus verus,procolobus verus,1,1,1,FALSE,10,1,10,10,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,7,NA,7,NA,4.47,9.53
prolemur simus,Prolemur simus,Prolemur simus,prolemur simus,prolemur simus,1,1,0,FALSE,10,1,10,10,12,1,1,FALSE,Primates,FALSE,arboreal,FALSE,21.76,NA,-21.76,NA,-22.87,-20.65
propithecus coquereli,Propithecus coquereli,Propithecus coquereli,propithecus coquereli,propithecus coquereli,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,15.49,NA,-15.49,NA,-16.41,-14.57
propithecus deckenii,Propithecus deckenii,Propithecus deckenii,propithecus deckenii,propithecus deckenii,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,17.67,NA,-17.67,NA,-19.63,-15.7
propithecus diadema,Propithecus diadema,Propithecus diadema,propithecus diadema,propithecus diadema,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,17,NA,-17,NA,-19.74,-14.26
propithecus edwardsi,Propithecus edwardsi,Propithecus edwardsi,propithecus edwardsi,propithecus edwardsi,1,1,0,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,21.39,NA,-21.39,NA,-23.05,-19.73
propithecus perrieri,Propithecus perrieri,Propithecus perrieri,propithecus perrieri,propithecus perrieri,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,12.84,NA,-12.84,NA,-12.98,-12.69
propithecus tattersalli,Propithecus tattersalli,Propithecus tattersalli,propithecus tattersalli,propithecus tattersalli,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,13.08,NA,-13.08,NA,-13.24,-12.93
propithecus verreauxi,Propithecus verreauxi,Propithecus verreauxi,propithecus verreauxi,propithecus verreauxi,1,1,0,FALSE,30,1,30,30,20.6,1,1,FALSE,Primates,FALSE,arboreal,FALSE,22.63,NA,-22.63,NA,-25.58,-19.68
pygathrix cinerea,Pygathrix cinerea,Pygathrix cinerea,pygathrix cinerea,pygathrix cinerea,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,14.85,NA,14.85,NA,13.77,15.92
pygathrix nemaeus,Pygathrix nemaeus,Pygathrix nemaeus,pygathrix nemaeus,pygathrix nemaeus,1,1,1,FALSE,20,1,20,20,25,1,1,FALSE,Primates,FALSE,arboreal,FALSE,16.63,NA,16.63,NA,13.71,19.55
pygathrix nigripes,Pygathrix nigripes,Pygathrix nigripes,pygathrix nigripes,pygathrix nigripes,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,12.59,NA,12.59,NA,10.59,14.6
rhinopithecus avunculus,Rhinopithecus avunculus,Rhinopithecus avunculus,rhinopithecus avunculus,rhinopithecus avunculus,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,22.06,NA,22.06,NA,21.28,22.85
rhinopithecus bieti,Rhinopithecus bieti,Rhinopithecus bieti,rhinopithecus bieti,rhinopithecus bieti,1,1,1,FALSE,0,1,0,0,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,28.69,NA,28.69,NA,27.28,30.1
rhinopithecus brelichi,Rhinopithecus brelichi,Rhinopithecus brelichi,rhinopithecus brelichi,rhinopithecus brelichi,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,27.33,NA,27.33,NA,26.18,28.47
rhinopithecus roxellana,Rhinopithecus roxellana,Rhinopithecus roxellana,rhinopithecus roxellana,rhinopithecus roxellana,1,1,1,FALSE,10,1,10,10,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,32.32,NA,32.32,NA,29.34,35.31
saguinus bicolor,Saguinus bicolor,Saguinus bicolor,saguinus bicolor,saguinus bicolor,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,1.74,NA,-1.74,NA,-3.18,-0.29
saguinus fuscicollis,Saguinus fuscicollis,Saguinus fuscicollis,saguinus fuscicollis,saguinus fuscicollis,1,1,0,FALSE,30,1,30,30,24.5,1,1,FALSE,Primates,FALSE,arboreal,FALSE,5.28,NA,-5.28,NA,-13.75,3.18
saguinus geoffroyi,Saguinus geoffroyi,Saguinus geoffroyi,saguinus geoffroyi,saguinus geoffroyi,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,6.88,NA,6.88,NA,4.12,9.63
saguinus graellsi,Saguinus graellsi,Saguinus graellsi,saguinus graellsi,saguinus graellsi,1,1,0,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,1.96,NA,-1.96,NA,-4.83,0.9
saguinus imperator,Saguinus imperator,Saguinus imperator,saguinus imperator,saguinus imperator,1,1,0,FALSE,30,1,30,30,20.2,1,1,FALSE,Primates,FALSE,arboreal,FALSE,9.23,NA,-9.23,NA,-11.63,-6.83
saguinus inustus,Saguinus inustus,Saguinus inustus,saguinus inustus,saguinus inustus,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,0.64,NA,0.64,NA,-2.56,3.86
saguinus labiatus,Saguinus labiatus,Saguinus labiatus,saguinus labiatus,saguinus labiatus,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,6.4,NA,-6.4,NA,-11.07,-1.74
saguinus leucopus,Saguinus leucopus,Saguinus leucopus,saguinus leucopus,saguinus leucopus,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,6.3,NA,6.3,NA,3.82,8.78
saguinus martinsi,Saguinus martinsi,Saguinus martinsi,saguinus martinsi,saguinus martinsi,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,1.92,NA,-1.92,NA,-2.38,-1.47
saguinus melanoleucus,Saguinus melanoleucus,Saguinus melanoleucus,saguinus melanoleucus,saguinus melanoleucus,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,8.42,NA,-8.42,NA,-10.05,-6.8
saguinus midas,Saguinus midas,Saguinus midas,saguinus midas,saguinus midas,1,1,0,FALSE,30,1,30,30,15.4,1,1,FALSE,Primates,FALSE,arboreal,FALSE,0.17,NA,-0.17,NA,-8.37,8.02
saguinus mystax,Saguinus mystax,Saguinus mystax,saguinus mystax,saguinus mystax,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,6.23,NA,-6.23,NA,-9.82,-2.65
saguinus niger,Saguinus niger,Saguinus niger,saguinus niger,saguinus niger,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,2.78,NA,-2.78,NA,-5.48,-0.08
saguinus nigricollis,Saguinus nigricollis,Saguinus nigricollis,saguinus nigricollis,saguinus nigricollis,1,1,0,FALSE,30,1,30,30,15.2,1,1,FALSE,Primates,FALSE,arboreal,FALSE,3.04,NA,-3.04,NA,-4.25,-1.83
saguinus oedipus,Saguinus oedipus,Saguinus oedipus,saguinus oedipus,saguinus oedipus,1,1,0,FALSE,30,1,30,30,23.1,1,1,FALSE,Primates,FALSE,arboreal,FALSE,9.22,NA,9.22,NA,7.42,11.02
saguinus pileatus,Saguinus pileatus,Saguinus pileatus,saguinus pileatus,saguinus pileatus,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,5.09,NA,-5.09,NA,-6.69,-3.5
saguinus tripartitus,Saguinus tripartitus,Saguinus tripartitus,saguinus tripartitus,saguinus tripartitus,1,1,0,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,2,NA,-2,NA,-2.49,-1.5
saimiri boliviensis,Saimiri boliviensis,Saimiri boliviensis,saimiri boliviensis,saimiri boliviensis,1,1,0,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,11.05,NA,-11.05,NA,-19.4,-2.7
saimiri oerstedii,Saimiri oerstedii,Saimiri oerstedii,saimiri oerstedii,saimiri oerstedii,1,1,0,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,8.77,NA,8.77,NA,8.02,9.52
saimiri sciureus,Saimiri sciureus,Saimiri sciureus,saimiri sciureus,saimiri sciureus,1,1,0,FALSE,20,1,20,20,27,1,1,FALSE,Primates,FALSE,arboreal,FALSE,0.64,NA,-0.64,NA,-8.91,7.61
saimiri ustus,Saimiri ustus,Saimiri ustus,saimiri ustus,saimiri ustus,1,1,0,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,8.98,NA,-8.98,NA,-16.14,-1.82
saimiri vanzolinii,Saimiri vanzolinii,Saimiri vanzolinii,saimiri vanzolinii,saimiri vanzolinii,1,1,0,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,2.28,NA,-2.28,NA,-2.66,-1.9
semnopithecus ajax,Semnopithecus ajax,Semnopithecus ajax,semnopithecus ajax,semnopithecus ajax,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,scansorial,FALSE,32.37,NA,32.37,NA,30.11,34.63
semnopithecus dussumieri,Semnopithecus dussumieri,Semnopithecus dussumieri,semnopithecus dussumieri,semnopithecus dussumieri,1,1,1,FALSE,10,1,10,10,NA,0,1,FALSE,Primates,FALSE,scansorial,FALSE,13.93,NA,13.93,NA,8.06,19.8
semnopithecus entellus,Semnopithecus entellus,Semnopithecus entellus,semnopithecus entellus,semnopithecus entellus,1,1,1,FALSE,10,1,10,10,25,1,1,FALSE,Primates,FALSE,scansorial,FALSE,23.49,NA,23.49,NA,17.03,29.95
semnopithecus hector,Semnopithecus hector,Semnopithecus hector,semnopithecus hector,semnopithecus hector,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,scansorial,FALSE,29.53,NA,29.53,NA,28.82,30.23
semnopithecus hypoleucos,Semnopithecus hypoleucos,Semnopithecus hypoleucos,semnopithecus hypoleucos,semnopithecus hypoleucos,1,1,1,FALSE,20,1,20,20,NA,0,1,FALSE,Primates,FALSE,scansorial,FALSE,10.67,NA,10.67,NA,8.6,12.75
semnopithecus priam,Semnopithecus priam,Semnopithecus priam,semnopithecus priam,semnopithecus priam,1,1,1,FALSE,40,1,40,40,NA,0,1,FALSE,Primates,FALSE,scansorial,FALSE,9.91,NA,9.91,NA,5.91,13.91
semnopithecus schistaceus,Semnopithecus schistaceus,Semnopithecus schistaceus,semnopithecus schistaceus,semnopithecus schistaceus,1,1,1,FALSE,10,1,10,10,NA,0,1,FALSE,Primates,FALSE,scansorial,FALSE,28.08,NA,28.08,NA,27.39,28.77
simias concolor,Simias concolor,Simias concolor,simias concolor,simias concolor,1,1,1,FALSE,10,1,10,10,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,2.13,NA,-2.13,NA,-3.34,-0.91
symphalangus syndactylus,Symphalangus syndactylus,Symphalangus syndactylus,symphalangus syndactylus,symphalangus syndactylus,1,1,1,FALSE,80,1,80,80,38,1,1,FALSE,Primates,FALSE,arboreal,FALSE,0.14,NA,0.14,NA,-5.36,5.65
theropithecus gelada,Theropithecus gelada,Theropithecus gelada,theropithecus gelada,theropithecus gelada,1,1,1,FALSE,0,1,0,0,28,1,1,FALSE,Primates,FALSE,ground,FALSE,10.95,NA,10.95,NA,7.71,14.2
trachypithecus auratus,Trachypithecus auratus,Trachypithecus auratus,trachypithecus auratus,trachypithecus auratus,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,7.41,NA,-7.41,NA,-8.96,-5.87
trachypithecus barbei,Trachypithecus barbei,Trachypithecus barbei,trachypithecus barbei,trachypithecus barbei,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,14.75,NA,14.75,NA,14.34,15.17
trachypithecus cristatus,Trachypithecus cristatus,Trachypithecus cristatus,trachypithecus cristatus,trachypithecus cristatus,1,1,1,FALSE,30,1,30,30,31.1,1,1,FALSE,Primates,FALSE,arboreal,FALSE,0.54,NA,0.54,NA,-5.94,7.03
trachypithecus delacouri,Trachypithecus delacouri,Trachypithecus delacouri,trachypithecus delacouri,trachypithecus delacouri,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,19.9,NA,19.9,NA,18.25,21.54
trachypithecus ebenus,Trachypithecus ebenus,Trachypithecus ebenus,trachypithecus ebenus,trachypithecus ebenus,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,17.38,NA,17.38,NA,17.2,17.55
trachypithecus francoisi,Trachypithecus francoisi,Trachypithecus francoisi,trachypithecus francoisi,trachypithecus francoisi,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,22.9,NA,22.9,NA,17.21,28.59
trachypithecus geei,Trachypithecus geei,Trachypithecus geei,trachypithecus geei,trachypithecus geei,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,26.79,NA,26.79,NA,26.3,27.28
trachypithecus germaini,Trachypithecus germaini,Trachypithecus germaini,trachypithecus germaini,trachypithecus germaini,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,12.84,NA,12.84,NA,8.55,17.13
trachypithecus hatinhensis,Trachypithecus hatinhensis,Trachypithecus hatinhensis,trachypithecus hatinhensis,trachypithecus hatinhensis,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,17.81,NA,17.81,NA,14.92,20.7
trachypithecus johnii,Trachypithecus johnii,Trachypithecus johnii,trachypithecus johnii,trachypithecus johnii,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,10.75,NA,10.75,NA,9.34,12.16
trachypithecus laotum,Trachypithecus laotum,Trachypithecus laotum,trachypithecus laotum,trachypithecus laotum,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,17.93,NA,17.93,NA,17.64,18.22
trachypithecus obscurus,Trachypithecus obscurus,Trachypithecus obscurus,trachypithecus obscurus,trachypithecus obscurus,1,1,1,FALSE,30,1,30,30,25,1,1,FALSE,Primates,FALSE,arboreal,FALSE,6.82,NA,6.82,NA,1.26,12.38
trachypithecus phayrei,Trachypithecus phayrei,Trachypithecus phayrei,trachypithecus phayrei,trachypithecus phayrei,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,20.48,NA,20.48,NA,14.35,26.62
trachypithecus pileatus,Trachypithecus pileatus,Trachypithecus pileatus,trachypithecus pileatus,trachypithecus pileatus,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,24.83,NA,24.83,NA,21.21,28.44
trachypithecus poliocephalus,Trachypithecus poliocephalus,Trachypithecus poliocephalus,trachypithecus poliocephalus,trachypithecus poliocephalus,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,21.38,NA,21.38,NA,20.71,22.06
trachypithecus shortridgei,Trachypithecus shortridgei,Trachypithecus shortridgei,trachypithecus shortridgei,trachypithecus shortridgei,1,1,1,FALSE,30,1,30,30,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,25.46,NA,25.46,NA,23.38,27.54
trachypithecus vetulus,Trachypithecus vetulus,Trachypithecus vetulus,trachypithecus vetulus,trachypithecus vetulus,1,1,1,FALSE,30,1,30,30,23,1,1,FALSE,Primates,FALSE,arboreal,FALSE,8.03,NA,8.03,NA,6.24,9.83
varecia rubra,Varecia rubra,Varecia rubra,varecia rubra,varecia rubra,1,1,0,FALSE,90,1,90,90,NA,0,1,FALSE,Primates,FALSE,arboreal,FALSE,15.44,NA,-15.44,NA,-15.99,-14.88
varecia variegata,Varecia variegata,Varecia variegata,varecia variegata,varecia variegata,1,1,0,FALSE,100,1,100,100,32,1,1,FALSE,Primates,FALSE,arboreal,FALSE,19.18,NA,-19.18,NA,-23.26,-15.11
